Title,TV Show,Available Globally?,Premiere Year,Hours Viewed (in 1M units)
The Ranch: Part 7,NaN,Yes,2019,8.2
The Secret: Dare to Dream,NaN,No,NaN,8.2
The Starling,NaN,Yes,2021,8.2
The Wedding Date,NaN,No,NaN,8.2
Wave Makers: Season 1 // 人選之人—造浪者: 第 1 季 // 人选之人：造浪者: 第 1 季,Yes,Yes,2023,8.2
We Lost Our Human,NaN,Yes,2023,8.2
When the Camellia Blooms: Season 1 // 동백꽃 필 무렵: 시즌 1,Yes,Yes,2019,8.2
White Lines: Season 1,Yes,Yes,2020,8.2
A Walk Among the Tombstones,NaN,No,NaN,8.1
Barbie: It Takes Two: Season 1,Yes,No,NaN,8.1
City of God // Cidade de Deus,NaN,No,NaN,8.1
Elite Squad // Tropa de Elite,NaN,No,NaN,8.1
Escape Room: Tournament Of Champions,NaN,No,NaN,8.1
Floor Is Lava: Season 1,Yes,Yes,2020,8.1
"Game Over, Man!",NaN,Yes,2018,8.1
Gotham: Season 2,Yes,No,NaN,8.1
Human Playground: Season 1,Yes,Yes,2022,8.1
I Now Pronounce You Chuck and Larry,NaN,No,NaN,8.1
InuYasha: Season 4 // 犬夜叉: 第4期,Yes,No,NaN,8.1
La Caza: Season 2,Yes,No,NaN,8.1
Like Father,NaN,Yes,2018,8.1
MerPeople: Limited Series,NaN,Yes,2023,8.1
Miracles from Heaven,NaN,No,NaN,8.1
Mister Trot: Season 2 // 미스터트롯: 시즌2,Yes,No,NaN,8.1
Molang: Season 4,Yes,No,NaN,8.1
My Little Pony: Friendship Is Magic: Season 2,Yes,No,NaN,8.1
My Neighbor Totoro // となりのトトロ,NaN,No,NaN,8.1
No One Gets Out Alive,NaN,Yes,2021,8.1
Notting Hill,NaN,No,NaN,8.1
Octonauts: Season 2,Yes,No,NaN,8.1
Put Your Head on My Shoulder: Season 1 // 致我們暖暖的小時光: 第 1 季 // 致我们暖暖的小时光: 第 1 季,Yes,No,NaN,8.1
Security (2017),NaN,No,NaN,8.1
Supernatural (2005): Season 14,Yes,No,NaN,8.1
The Haunted House: Season 1 // 신비아파트: 고스트볼의 비밀,Yes,Yes,NaN,8.1
The Mess You Leave Behind: Limited Series // El desorden que dejas: Miniserie,NaN,Yes,2020,8.1
The Soccer Football Movie,NaN,Yes,2022,8.1
The Wedding Year,NaN,No,NaN,8.1
There Will Be Blood,NaN,No,NaN,8.1
Thunivu,NaN,No,NaN,8.1
Toscana,NaN,Yes,2022,8.1
Addicted (2014),NaN,No,NaN,8.0
"Blood, Sex & Royalty: Season 1",Yes,Yes,2022,8.0
Charlie's Angels (2019),NaN,No,NaN,8.0
Chicago Party Aunt: Part 2,NaN,Yes,2022,8.0
Chicken Run,NaN,No,NaN,8.0
Cold Case Files: Season 2,Yes,No,NaN,8.0
Conversations with a Killer: The John Wayne Gacy Tapes: Limited Series,NaN,Yes,2022,8.0
Copenhagen Cowboy: Season 1,Yes,Yes,2023,8.0
DELETE: Season 1,Yes,Yes,2023,8.0
Dr. Stone: Season 3,Yes,No,NaN,8.0
Falsa identidad: Season 1,Yes,No,NaN,8.0
HYE MI LEE YE CHAE PA: Season 1 // 혜미리예채파: 시즌 1,Yes,No,NaN,8.0
Nak // นางนาค สะใภ้พระโขนง,NaN,No,NaN,8.0
Naruto Shippuden: Season 4 // NARUTO-ナルト- 疾風伝: 飛段・角都編,Yes,No,NaN,8.0
ONE PIECE: TV Original 1 // ワンピース: TVオリジナル編,NaN,No,NaN,8.0
Otherhood,NaN,Yes,2019,8.0
Quicksand: Limited Series // Störst av allt: Miniserie,NaN,Yes,2019,8.0
Restless // Sans répit,NaN,Yes,2022,8.0
Ricky Zoom: Season 1,Yes,No,NaN,8.0
Rise of the Teenage Mutant Ninja Turtles: Season 1,Yes,No,NaN,8.0
Secret Obsession,NaN,Yes,2019,8.0
Snowpiercer: Season 3,Yes,No,2022,8.0
Supergirl: Season 4,Yes,No,NaN,8.0
The Blind Side,NaN,No,NaN,8.0
The End of the F***ing World: Season 1,Yes,Yes,2018,8.0
The I-Land: Limited Series,NaN,Yes,2019,8.0
The Last Kids on Earth: Book 3,NaN,Yes,2020,8.0
Trash Truck: Season 1,Yes,Yes,2020,8.0
"Web of Make Believe: Death, Lies and the Internet: Season 1",Yes,Yes,2022,8.0
Arrival (2016),NaN,No,NaN,7.9
Clueless (1995),NaN,No,NaN,7.9
Collateral: Limited Series,NaN,Yes,2018,7.9
Dali & Cocky Prince: Season 1 // 달리와 감자탕: 시즌 1,Yes,No,NaN,7.9
EDENS ZERO: Season 1,Yes,Yes,2021,7.9
Extinction,NaN,Yes,2018,7.9
Father Stu,NaN,No,NaN,7.9
Gigantosaurus: Season 2,Yes,No,NaN,7.9
Graceful Family: Season 1 // 우아한 가: 시즌1,Yes,No,NaN,7.9
Greenhouse Academy: Season 1,Yes,Yes,2017,7.9
In Good Hands // Sen Yaşamaya Bak,NaN,Yes,2022,7.9
Into the Night: Season 1,Yes,Yes,2020,7.9
Megamind,NaN,No,NaN,7.9
Salt (2010),NaN,No,NaN,7.9
The Girl in the Mirror: Season 1 // Alma: Temporada 1,Yes,Yes,2022,7.9
The Most Beautiful Flower: Season 1 // La flor más bella: Season 1,Yes,Yes,2022,7.9
The Playing Card Killer: Limited Series // Baraja: La firma del asesino: Miniserie,NaN,No,2023,7.9
The Ranch: Part 8,NaN,Yes,2020,7.9
The Silent Sea: Season 1 // 고요의 바다: 시즌 1,Yes,Yes,2021,7.9
Above Suspicion (2019),NaN,No,NaN,7.8
Always Be My Maybe,NaN,Yes,2019,7.8
Aquí no hay quien viva (2003): Temporada 6,Yes,No,NaN,7.8
Arrested Development: Season 4 Remix: Fateful Consequences,Yes,No,2018,7.8
BoJack Horseman: Season 5,Yes,Yes,2018,7.8
Captain Phillips,NaN,No,NaN,7.8
Casados con hijos (2005): Season 2,Yes,No,NaN,7.8
Faraaz // फ़राज़,NaN,No,NaN,7.8
Fear Street Part 1: 1994,NaN,Yes,2021,7.8
Good Will Hunting,NaN,No,NaN,7.8
Heart Signal: Season 4 // 하트시그널: 시즌4,Yes,No,NaN,7.8
Hellhole // Ostatnia wieczerza,NaN,Yes,2022,7.8
Hereditary,NaN,No,NaN,7.8
Léon: The Professional,NaN,No,NaN,7.8
Mako Mermaids: An H2O Adventure: Season 3,Yes,No,2015,7.8
Mixed by Erry,NaN,Yes,2023,7.8
Numberblocks: Season 6,Yes,No,NaN,7.8
Revolutionary Love: Season 1 // 변혁의 사랑: 시즌1,Yes,Yes,NaN,7.8
Safe House (2012),NaN,No,NaN,7.8
Shaft,NaN,No,2019,7.8
Teenage Bounty Hunters: Season 1,Yes,Yes,2020,7.8
The Last Empress // 황후의 품격,NaN,No,NaN,7.8
The Law of the Jungle: Season 1 // La ley de la selva: Season 1,Yes,No,2023,7.8
The Main Event,NaN,Yes,2020,7.8
Train to Busan // 부산행,NaN,No,NaN,7.8
Unit 42: Season 1 // Unité 42: Saison 1,Yes,No,2019,7.8
Yara,NaN,Yes,2021,7.8
Young Royals: Season 2,Yes,Yes,2022,7.8
Afterlife of the Party,NaN,Yes,2021,7.7
Black and Blue (2019),NaN,No,NaN,7.7
Brainchild: Season 1,Yes,Yes,2018,7.7
Country Comfort: Season 1,Yes,Yes,2021,7.7
Encounter // 남자친구,NaN,No,NaN,7.7
Go Karts,NaN,Yes,2020,7.7
Homemade Love Story // 오! 삼광빌라!,NaN,No,NaN,7.7
I Care a Lot,NaN,No,2021,7.7
Jerry Maguire,NaN,No,NaN,7.7
Justice League: Season 1,Yes,No,NaN,7.7
KENGAN ASHURA: Part l // ケンガンアシュラ: シーズン1: パートI,NaN,Yes,2019,7.7
Knightfall: Season 1,Yes,No,NaN,7.7
Little Lunch: Season 1,Yes,No,NaN,7.7
Love O2O: Season 1 // 微微一笑很傾城: 第 1 季 // 微微一笑很倾城: 第 1 季,Yes,No,NaN,7.7
Making a Murderer: Part 1,NaN,Yes,2015,7.7
MIU404: Season 1,Yes,No,NaN,7.7
My Golden Kids: 2023 // 금쪽같은 내새끼: 2023,NaN,No,NaN,7.7
My Shy Boss: Season 1 // 내성적인 보스: 시즌1,Yes,Yes,NaN,7.7
R.I.P.D. 2: Rise of the Damned,NaN,No,NaN,7.7
School of Chocolate: Season 1,Yes,Yes,2021,7.7
Sense8: Season 2,Yes,Yes,2016,7.7
Spiderhead,NaN,Yes,2022,7.7
Spirit Riding Free: Season 2,Yes,No,2017,7.7
That Time I Got Reincarnated as a Slime: Season 2 // 転生したらスライムだった件: 第2期,Yes,No,NaN,7.7
The Circle: Season 1,Yes,Yes,2020,7.7
The Perfect Family // La familia perfecta,NaN,No,2022,7.7
The Worst Witch: Season 4,Yes,Yes,2020,7.7
Trailer Park Boys: Season 8,Yes,Yes,2014,7.7
Triple 9,NaN,No,NaN,7.7
Unsolved Mysteries: Volume 2,NaN,Yes,2020,7.7
War of Trap: Season 1 // 罠の戦争: シーズン1,Yes,No,NaN,7.7
Wolf: Season 1 // BÖRÜ: 1. Sezon,Yes,No,2018,7.7
World's Most Wanted: Season 1,Yes,Yes,2020,7.7
A Series of Unfortunate Events: Season 3,Yes,Yes,2019,7.6
Bad And Crazy // 배드 앤 크레이지,NaN,No,NaN,7.6
Chambers: Season 1,Yes,Yes,2019,7.6
Closer (2004),NaN,No,NaN,7.6
Floor Is Lava: Season 2,Yes,Yes,2022,7.6
Ghosts of the Abyss,NaN,No,NaN,7.6
Girlboss: Season 1,Yes,Yes,2017,7.6
In the Tall Grass,NaN,Yes,2019,7.6
Indian Matchmaking: Season 1,Yes,Yes,2020,7.6
Katla: Season 1,Yes,Yes,2021,7.6
Legacies: Season 1,Yes,No,NaN,7.6
Monarca: Season 1,Yes,Yes,2019,7.6
My Girl (1991),NaN,No,NaN,7.6
Pirate Gold of Adak Island: Season 1,Yes,Yes,2022,7.6
Pitch Black,NaN,No,NaN,7.6
Pitch Perfect 2,NaN,No,NaN,7.6
Royalteen // Royalteen: Arvingen,NaN,Yes,2022,7.6
Selling Sunset: Season 4,Yes,Yes,2021,7.6
Selling The OC: Season 1,Yes,Yes,2022,7.6
Supergirl: Season 6,Yes,No,NaN,7.6
Surviving Death: Limited Series,NaN,Yes,2021,7.6
The 2nd,NaN,No,NaN,7.6
The Babysitter,NaN,Yes,2017,7.6
The Hidden Lives of Pets: Season 1,Yes,Yes,2022,7.6
The Valhalla Murders: Season 1 // Brot: Sería eitt,Yes,Yes,2020,7.6
Trotro,NaN,No,NaN,7.6
Uncoupled: Season 1,Yes,Yes,2022,7.6
Virupaksha,NaN,No,NaN,7.6
All Hail King Julien: Exiled: Season 1,Yes,Yes,2017,7.5
Attack on Titan: The Final Season Part 1 // 進撃の巨人: ファイナルシーズン パート1,Yes,No,NaN,7.5
Black Lightning: Season 3,Yes,No,2020,7.5
Boruto: Naruto Next Generations: Season 4 // BORUTO ボルト NEXT GENERATIONS: シーズン4,Yes,No,NaN,7.5
Deliver Us from Evil (2014),NaN,No,NaN,7.5
Good Doctor: Season 1 // 굿 닥터: 시즌 1,Yes,No,NaN,7.5
"Good Morning, Verônica: Season 1 // Bom Dia, Verônica: Temporada 1",Yes,Yes,2020,7.5
Killing Eve: Season 1,Yes,No,NaN,7.5
Law School: Season 1 // 로스쿨: 시즌 1,Yes,Yes,2021,7.5
LEGO Ninjago: Masters of Spinjitzu: Possession,NaN,No,NaN,7.5
My Magic Pet Morphle: Season 3,Yes,Yes,NaN,7.5
Power Rangers Beast Morphers: Season 2,Yes,No,NaN,7.5
Roman Empire: Commodus: Reign of Blood,NaN,Yes,2016,7.5
S.W.A.T. (2003),NaN,No,NaN,7.5
Spirit Riding Free: Riding Academy: Part 1,NaN,Yes,2020,7.5
Spy Kids: All the Time in the World,NaN,No,NaN,7.5
Suburra: Blood on Rome: Season 1 // Suburra: La serie: Stagione 1,Yes,Yes,2017,7.5
The Rational Life: Season 1 // 理智派生活: 第 1 季,Yes,Yes,2021,7.5
The Vampire Diaries: Season 2,Yes,No,NaN,7.5
Trailer Park Boys: Season 7,Yes,Yes,2011,7.5
Tyler Perry's The Family That Preys,NaN,No,NaN,7.5
Van Helsing: Season 3,Yes,Yes,2019,7.5
VIP (2019): Season 1,Yes,No,NaN,7.5
White House Down,NaN,No,NaN,7.5
American Hustle,NaN,No,NaN,7.4
Back to the Future (1985),NaN,No,NaN,7.4
Below Zero // Bajocero,NaN,Yes,2021,7.4
Cargo,NaN,Yes,2018,7.4
CAT: Season 1,Yes,Yes,2022,7.4
Disconnect: The Wedding Planner,NaN,Yes,2023,7.4
Girls Incarcerated: Season 2,Yes,Yes,2019,7.4
Green Mothers' Club: Season 1 // 그린마더스클럽: 시즌 1,Yes,Yes,2022,7.4
Green Snake // 白蛇 2：青蛇劫起,NaN,Yes,2021,7.4
Haikyu!! II // ハイキュー!! セカンドシーズン,NaN,No,NaN,7.4
Heartland (2007): Season 5,Yes,No,NaN,7.4
Heartland (2007): Season 12,Yes,No,NaN,7.4
Inception,NaN,No,NaN,7.4
Keeping Up with the Kardashians: Season 13,Yes,No,NaN,7.4
Madam Secretary: Season 4,Yes,No,NaN,7.4
Nobody Sleeps in the Woods Tonight // W lesie dziś nie zaśnie nikt,NaN,Yes,2020,7.4
Octonauts & the Ring of Fire,NaN,Yes,2021,7.4
Santa Clarita Diet: Season 2,Yes,Yes,2018,7.4
Selena: The Series: Part 1,NaN,Yes,2020,7.4
Skull Island: Season 1,Yes,Yes,2023,7.4
The A List: Season 1,Yes,Yes,2019,7.4
The Beast // La Belva,NaN,Yes,2020,7.4
The Boss Baby: Get That Baby!,NaN,Yes,2020,7.4
The Constant Gardener,NaN,No,NaN,7.4
This World Can't Tear Me Down: Season 1 // Questo mondo non mi renderà cattivo: Stagione 1,Yes,Yes,2023,7.4
Under Fire: Season 1 // Onder Vuur: Seizoen 1,Yes,Yes,2022,7.4
Altered Carbon: Season 2,Yes,Yes,2020,7.3
Always a Witch: Season 1 // Siempre bruja: Temporada 1,Yes,Yes,2019,7.3
American Murder: The Family Next Door,NaN,Yes,2020,7.3
Aquí no hay quien viva (2003): Temporada 5,Yes,No,NaN,7.3
Capitani: Season 1,Yes,Yes,2021,7.3
Everything Calls for Salvation: Season 1 // Tutto chiede salvezza: Season 1,Yes,Yes,2022,7.3
Indian Matchmaking: Season 2,Yes,Yes,2022,7.3
Just Mercy,NaN,No,NaN,7.3
Kakegurui // 賭ケグルイ,NaN,Yes,2017,7.3
Kuttey // कुत्ते,NaN,No,NaN,7.3
Living with Yourself: Season 1,Yes,Yes,2019,7.3
Love Hard,NaN,Yes,2021,7.3
Malibu Rescue: The Series: Season 1,Yes,Yes,2019,7.3
Miniforce: Season 1 // 최강전사 미니특공대: 시즌 1,Yes,No,NaN,7.3
Naruto Shippuden: Season 3 // NARUTO-ナルト- 疾風伝: 守護忍十二士編,Yes,No,NaN,7.3
"Now, We Are Breaking Up: Season 1 // 지금, 헤어지는 중입니다: 시즌 1",Yes,No,NaN,7.3
Oggy Oggy: Season 1,Yes,Yes,2021,7.3
P.S. I Love You,NaN,No,NaN,7.3
Polly Pocket: Season 1,Yes,No,NaN,7.3
Riverdance: The Animated Adventure,NaN,No,2022,7.3
Run Rabbit Run,NaN,No,2023,7.3
Spectral,NaN,Yes,2016,7.3
The Clovehitch Killer,NaN,No,NaN,7.3
The Protector: Season 3 // Hakan: Muhafız: 3. Sezon,Yes,Yes,2020,7.3
Velvet: Season 3,Yes,No,NaN,7.3
When They See Us: Limited Series,NaN,Yes,2019,7.3
Working: What We Do All Day: Limited Series,NaN,Yes,2023,7.3
All Hail King Julien: Season 2,Yes,Yes,2015,7.2
American Made,NaN,No,NaN,7.2
Arctic (2018),NaN,No,NaN,7.2
Bruised,NaN,Yes,2021,7.2
Capturing the Killer Nurse,NaN,Yes,2022,7.2
Cowboy Bebop: Season 1,Yes,Yes,2021,7.2
Dive Club: Season 1,Yes,Yes,2021,7.2
Fatal Affair,NaN,Yes,2020,7.2
Gotham: Season 3,Yes,No,NaN,7.2
Inside the World’s Toughest Prisons: Season 6,Yes,Yes,2022,7.2
Jackass 4.5,NaN,Yes,NaN,7.2
No Good Nick: Part 1,NaN,Yes,2019,7.2
PAW Patrol: Season 2,Yes,No,NaN,7.2
Resurrection: Ertugrul: Season 3 // Diriliş: Ertuğrul: 3. Sezon,Yes,No,NaN,7.2
Rich in Love // Ricos de Amor,NaN,Yes,2020,7.2
Simon (2016): Season 2,Yes,No,NaN,7.2
Star Trek: Enterprise: Season 1,Yes,No,NaN,7.2
Star Trek: The Next Generation: Season 1,Yes,No,NaN,7.2
That Time I Got Reincarnated as a Slime: Season 1 // 転生したらスライムだった件: 第1期,Yes,No,NaN,7.2
The Conjuring,NaN,No,NaN,7.2
The Girls at the Back: Season 1 // Las de la última fila: Season 1,Yes,Yes,2022,7.2
The Imitation Game (2014),NaN,No,NaN,7.2
The Light in Your Eyes: Season 1 // 눈이 부시게: 시즌 1,Yes,Yes,NaN,7.2
The Pirates: The Last Royal Treasure // 해적: 도깨비 깃발,NaN,Yes,2022,7.2
The Secret of the Greco Family: Season 1 // El secreto de la familia Greco: Season 1,Yes,Yes,NaN,7.2
This Is the End (2013),NaN,No,NaN,7.2
True and the Rainbow Kingdom: Wild Wild Yetis,NaN,Yes,2019,7.2
True: Wonderful Wishes: Season 1,Yes,Yes,2018,7.2
Velvet: Season 2,Yes,No,NaN,7.2
Who Killed Sara?: Season 2 // ¿Quién mató a Sara?: Temporada 2,Yes,Yes,2021,7.2
Who's a Good Boy? // El Guau,NaN,Yes,2022,7.2
Anna (2019),NaN,No,NaN,7.1
Another Miss Oh: Season 1 // 또! 오해영: 시즌 1,Yes,Yes,NaN,7.1
Ask the StoryBots: Season 3,Yes,No,2019,7.1
Barbie Princess Adventure,NaN,No,NaN,7.1
Big Timber: Season 2,Yes,Yes,2022,7.1
Blippi Wonders: Season 2,Yes,Yes,NaN,7.1
Car Masters: Rust to Riches: Season 1,Yes,Yes,2018,7.1
Cathedral of the Sea: Season 1 // La catedral del mar: Temporada 1,Yes,Yes,2018,7.1
Clark: Limited Series,NaN,Yes,2022,7.1
Dasara,NaN,No,NaN,7.1
Django Unchained,NaN,No,NaN,7.1
Dune (2021),NaN,No,NaN,7.1
Fakes: Season 1,Yes,Yes,2022,7.1
Gangubai Kathiawadi // गंगूबाई काठियावाड़ी,NaN,No,NaN,7.1
Heartland (2007): Season 6,Yes,No,NaN,7.1
Heartland (2007): Season 13,Yes,No,NaN,7.1
Inside the Mind of a Cat,NaN,Yes,2022,7.1
KENGAN ASHURA: Part ll // ケンガンアシュラ: シーズン1: パートII,NaN,Yes,2019,7.1
Oggy Oggy: Season 2,Yes,Yes,2023,7.1
ONE PIECE: Wano Country (Ep.1001 - ) // ワンピース: ワノ国編 (1001話～),NaN,No,NaN,7.1
Pucca: Love Recipe: Season 1,Yes,No,NaN,7.1
Pulp Fiction,NaN,No,NaN,7.1
Salvation: Season 2,Yes,No,NaN,7.1
Scent of a Woman (1992),NaN,No,NaN,7.1
Sell Your Haunted House: Season 1 // 대박부동산: 시즌 1,Yes,No,NaN,7.1
Selling Sunset: Season 2,Yes,Yes,2020,7.1
Spanglish,NaN,No,NaN,7.1
The Dirt,NaN,Yes,2019,7.1
The Elephant Whisperers,NaN,Yes,2022,7.1
The Fall: Season 2,Yes,No,2015,7.1
The Great British Baking Show: Collection 6,NaN,No,2018,7.1
The Smurfs 2,NaN,No,NaN,7.1
The Vampire Diaries: Season 3,Yes,No,NaN,7.1
This Little Love of Mine,NaN,Yes,NaN,7.1
"Was It Love?: Season 1 // 우리, 사랑했을까: 시즌 1",Yes,Yes,2020,7.1
Another Life: Season 2,Yes,Yes,2021,7.0
Arrested Development: Season 3,Yes,No,2010,7.0
Bank of Dave,NaN,No,2023,7.0
Chesapeake Shores: Season 1,Yes,No,NaN,7.0
Dangerous Lies,NaN,Yes,2020,7.0
Dhamaka (2022),NaN,No,NaN,7.0
Fatale,NaN,No,NaN,7.0
Fireman Sam: Season 8,Yes,No,NaN,7.0
Friends from College: Season 1,Yes,Yes,2017,7.0
I AM A KILLER: Season 3,Yes,Yes,2022,7.0
Kotaro Lives Alone: Season 1 // コタローは1人暮らし: シーズン1,Yes,Yes,2022,7.0
Masha and the Bear: Nursery Rhymes: Season 1 // Маша и Медведь. Песенки для малышей: 1 сезон,Yes,No,NaN,7.0
Masha's Tales: Season 1,Yes,No,NaN,7.0
My First First Love: Season 2 // 첫사랑은 처음이라서: 시즌 2,Yes,Yes,2019,7.0
Night on Earth: Limited Series,NaN,Yes,2020,7.0
Sequía: Season 1,Yes,No,NaN,7.0
Smokey and the Bandit,NaN,No,NaN,7.0
Space Force: Season 1,Yes,Yes,2020,7.0
Tenet,NaN,No,NaN,7.0
The Adventures of Puss in Boots: Season 2,Yes,No,2015,7.0
The Amazing Spider-Man 2,NaN,No,NaN,7.0
The Animal,NaN,No,NaN,7.0
The Christmas Chronicles,NaN,Yes,2018,7.0
The Final Table: Season 1,Yes,Yes,2018,7.0
The Last Thing He Wanted,NaN,Yes,2020,7.0
The Mist (2007),NaN,No,NaN,7.0
The Red Sea Diving Resort,NaN,Yes,2019,7.0
The Trials of Gabriel Fernandez: Limited Series,NaN,Yes,2020,7.0
Valerian and the City of a Thousand Planets,NaN,No,NaN,7.0
Van Helsing: Season 4,Yes,Yes,2020,7.0
Wanted (2008),NaN,No,NaN,7.0
Z Nation: Season 2,Yes,No,NaN,7.0
22 July,NaN,Yes,2018,6.9
60 Days In: Season 3,Yes,No,NaN,6.9
Buy My House: Season 1,Yes,Yes,2022,6.9
Dangerous,NaN,No,2022,6.9
Dawn of the Croods: Season 1,Yes,No,2015,6.9
Falling for Christmas,NaN,Yes,2022,6.9
Fishbowl Wives: Season 1 // 金魚妻: シーズン1,Yes,Yes,2022,6.9
Inferno (2016),NaN,No,NaN,6.9
Knightfall: Season 2,Yes,Yes,NaN,6.9
Learning Songs by Little Baby Bum: Nursery Rhyme Friends: Season 1,Yes,No,NaN,6.9
Legal High: Season 1 // 리갈하이: 시즌 1,Yes,No,NaN,6.9
Locked Up: The Oasis // Vis a vis: El Oasis,NaN,No,2020,6.9
My Unorthodox Life: Season 2,Yes,Yes,2022,6.9
Oblivion (2013),NaN,No,NaN,6.9
Old People,NaN,Yes,2022,6.9
One Day at a Time: Season 2,Yes,Yes,2018,6.9
The Bourne Identity,NaN,No,NaN,6.9
The Children’s Kingdom: Bichikids // El Reino Infantil: Bichikids,NaN,No,NaN,6.9
The Redeem Team,NaN,Yes,2022,6.9
THE UNLISTED: Season 1,Yes,Yes,2019,6.9
Trolls: The Beat Goes On!: Season 8,Yes,Yes,2019,6.9
Van Helsing: Season 5,Yes,Yes,2021,6.9
3%: Season 1,Yes,Yes,2016,6.8
Aquaman (2018),NaN,No,NaN,6.8
Booba: Season 2 (Part 2),Yes,Yes,NaN,6.8
Borgen: Season 1,Yes,Yes,NaN,6.8
Cable Girls: Season 2 // Las chicas del cable: Temporada 2,Yes,Yes,2017,6.8
Fireman Sam: Season 9,Yes,No,NaN,6.8
Framed! A Sicilian Murder Mystery: Season 2 // Incastrati: Season 2,Yes,Yes,2023,6.8
Grand Army: Season 1,Yes,Yes,2020,6.8
Green Eggs and Ham: Season 2: The Second Serving,Yes,Yes,2022,6.8
HELL DOGS - IN THE HOUSE OF BAMBOO - // ヘルドッグス,NaN,Yes,2022,6.8
Kantara (Hindi),NaN,No,NaN,6.8
Kim's Convenience: Season 1,Yes,Yes,NaN,6.8
LEGO Ninjago: Masters of Spinjitzu: Rebooted,NaN,No,NaN,6.8
Mosul // الموصل,NaN,No,2020,6.8
Paradise PD: Part 2,NaN,Yes,2020,6.8
Paranoid: Season 1,Yes,Yes,2016,6.8
Safe (2012),NaN,No,NaN,6.8
Santa Clarita Diet: Season 3,Yes,Yes,2019,6.8
Secrets of Summer: Season 1 // Cielo Grande: Temporada 1,Yes,Yes,2022,6.8
Stutz,NaN,Yes,2022,6.8
The Curious Case of Benjamin Button,NaN,No,NaN,6.8
The Gift: Season 1 // Atiye: 1. Sezon,Yes,Yes,2019,6.8
The Great British Baking Show: Collection 7,NaN,No,2019,6.8
Trailer Park Boys: Season 3,Yes,Yes,2010,6.8
Trailer Park Boys: Season 4,Yes,Yes,2010,6.8
Word Party: Season 5,Yes,Yes,2021,6.8
Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn) (2020),NaN,No,NaN,6.7
Birth of a Beauty: Season 1 // 미녀의 탄생: 시즌 1,Yes,No,NaN,6.7
Blackout (2022),NaN,No,NaN,6.7
Click (2006),NaN,No,NaN,6.7
Doctor John: Season 1 // 의사 요한: 시즌1,Yes,No,NaN,6.7
Father of the Year,NaN,Yes,2018,6.7
Freud: Season 1,Yes,No,2020,6.7
Friends with Benefits (2011),NaN,No,NaN,6.7
Girl in the Picture,NaN,Yes,2022,6.7
Great White,NaN,No,NaN,6.7
Haikyu!! TO THE TOP // ハイキュー!! TO THE TOP,NaN,No,NaN,6.7
Hitler's Circle of Evil: Season 1,Yes,Yes,NaN,6.7
Kingdom: Season 2 // 킹덤: 시즌 2,Yes,Yes,2020,6.7
Leanne Morgan: I'm Every Woman,NaN,No,2023,6.7
Legacies: Season 3,Yes,No,NaN,6.7
LEGO Ninjago: Masters of Spinjitzu: Skybound,NaN,No,NaN,6.7
Longmire: Season 3,Yes,No,2015,6.7
"Luccas Neto em: Acampamento de Férias 4, O Desafio Final",NaN,No,NaN,6.7
Naked,NaN,Yes,2017,6.7
Now You See Me 2,NaN,No,NaN,6.7
Seed of Chucky,NaN,No,NaN,6.7
Spirit Riding Free: Riding Academy: Part 2,NaN,Yes,2020,6.7
Super Monsters: Season 1,Yes,Yes,2017,6.7
Supergirl: Season 5,Yes,No,NaN,6.7
The Crowned Clown // 왕이 된 남자,NaN,Yes,NaN,6.7
The Mustang,NaN,No,NaN,6.7
The Originals: Season 4,Yes,No,NaN,6.7
The Outsider,NaN,Yes,2018,6.7
The Secret Life of My Secretary // 초면에 사랑합니다,NaN,No,NaN,6.7
The Substitute // El suplente,NaN,No,NaN,6.7
The Vampire Diaries: Season 4,Yes,No,NaN,6.7
Uncut Gems,NaN,No,2020,6.7
Undercover: Season 2,Yes,Yes,2020,6.7
Vicky and Her Mystery // Mystère,NaN,No,2021,6.7
Yeh Jawaani Hai Deewani // ये जवानी है दीवानी,NaN,No,NaN,6.7
Zoey 101: Season 1,Yes,No,NaN,6.7
Zombieland: Double Tap,NaN,No,NaN,6.7
American Pie Presents: The Naked Mile,NaN,No,NaN,6.6
Blood: Season 1 // 블러드: 시즌1,Yes,No,NaN,6.6
Campfire Cooking in Another World with My Absurd Skill // とんでもスキルで異世界放浪メシ,NaN,No,NaN,6.6
Dare Me: Season 1,Yes,No,2020,6.6
Emily's Wonder Lab: Season 1,Yes,Yes,2020,6.6
Frontier: Season 2,Yes,Yes,2017,6.6
Gotham: Season 4,Yes,No,NaN,6.6
I AM A KILLER: Season 1,Yes,Yes,2018,6.6
"I, Tonya",NaN,No,NaN,6.6
Key & Peele: Season 3,Yes,No,NaN,6.6
Love Tactics // Aşk Taktikleri,NaN,Yes,2022,6.6
Maverix: Season 1,Yes,No,2022,6.6
Mr Bean's Holiday,NaN,No,NaN,6.6
New Life Begins: Season 1 // 卿卿日常: 第 1 季,Yes,No,NaN,6.6
Octonauts: Season 3,Yes,No,NaN,6.6
Robocar Poli: Season 4,Yes,No,NaN,6.6
Snabba Cash: Season 1,Yes,Yes,2021,6.6
The Fall: Season 1,Yes,No,2013,6.6
The Green Glove Gang: Season 1 // Gang Zielonej Rękawiczki: Sezon 1,Yes,Yes,2022,6.6
The Healer (2017),NaN,No,NaN,6.6
Total Drama: World Tour,NaN,No,NaN,6.6
